20.46,94583.75
20.46,94583.75
20.46,94583.75
20.46,94583.75
20.46,94583.75
20.47,94583.35
20.47,94583.35
20.47,94583.35
20.47,94583.35
20.47,94583.35
20.47,94582.87
20.47,94582.87
20.47,94582.87
20.47,94582.87
20.47,94582.87
20.47,94583.27
20.47,94583.27
20.47,94583.27
20.47,94583.27
20.47,94583.27
20.47,94583.49
20.47,94583.49
20.47,94583.49
20.47,94583.49
20.47,94583.49
20.47,94583.89
20.47,94583.89
20.47,94583.89
20.47,94583.89
20.47,94583.89
20.47,94584.70
20.47,94584.70
20.47,94584.70
20.47,94584.70
20.47,94584.70
20.48,94585.39
20.48,94585.39
20.48,94585.39
20.48,94585.39
20.48,94585.39
20.48,94585.56
20.48,94585.56
20.48,94585.56
20.48,94585.56
20.48,94585.56
20.48,94586.44
20.48,94586.44
20.48,94586.44
20.48,94586.44
20.48,94586.44
20.48,94587.10
20.48,94587.10
20.48,94587.10
20.48,94587.10
20.48,94587.10
20.48,94588.39
20.48,94588.39
20.48,94588.39
20.48,94588.39
20.48,94588.39
20.48,94589.60
20.48,94589.60
20.48,94589.60
20.48,94589.60
20.48,94589.60
20.48,94591.54
20.48,94591.54
20.48,94591.54
20.48,94591.54
20.48,94591.54
20.48,94594.02
20.48,94594.02
20.48,94594.02
20.48,94594.02
20.48,94594.02
20.49,94598.63
20.49,94598.63
20.49,94598.63
20.49,94598.63
20.49,94598.63
20.49,94603.94
20.49,94603.94
20.49,94603.94
20.49,94603.94
20.49,94603.94
20.50,94611.91
20.50,94611.91
20.50,94611.91
20.50,94611.91
20.50,94611.91
20.51,94621.72
20.51,94621.72
20.51,94621.72
20.51,94621.72
20.51,94621.72
20.52,94633.72
20.52,94633.72
20.52,94633.72
20.52,94633.72
20.52,94633.72
20.54,94645.07
20.54,94645.07
20.54,94645.07
20.54,94645.07
20.54,94645.07
20.56,94658.07
20.56,94658.07
20.56,94658.07
20.56,94658.07
20.56,94658.07
20.58,94672.75
20.58,94672.75
20.58,94672.75
20.58,94672.75
20.58,94672.75
20.60,94688.04
20.60,94688.04
20.60,94688.04
20.60,94688.04
20.60,94688.04
20.63,94706.85
20.63,94706.85
20.63,94706.85
20.63,94706.85
20.63,94706.85
20.66,94724.35
20.66,94724.35
20.66,94724.35
20.66,94724.35
20.66,94724.35
20.70,94744.96
20.70,94744.96
20.70,94744.96
20.70,94744.96
20.70,94744.96
20.74,94765.58
20.74,94765.58
20.74,94765.58
20.74,94765.58
20.74,94765.58
20.78,94789.49
20.78,94789.49
20.78,94789.49
20.78,94789.49
20.78,94789.49
20.83,94811.30
20.83,94811.30
20.83,94811.30
20.83,94811.30
20.83,94811.30
20.88,94835.59
20.88,94835.59
20.88,94835.59
20.88,94835.59
20.88,94835.59
20.93,94858.53
20.93,94858.53
20.93,94858.53
20.93,94858.53
20.93,94858.53
20.99,94885.21
20.99,94885.21
20.99,94885.21
20.99,94885.21
20.99,94885.21
21.05,94911.39
21.05,94911.39
21.05,94911.39
21.05,94911.39
21.05,94911.39
21.12,94941.77
21.12,94941.77
21.12,94941.77
21.12,94941.77
21.12,94941.77
21.20,94973.41
21.20,94973.41
21.20,94973.41
21.20,94973.41
21.20,94973.41
21.27,95002.33
21.27,95002.33
21.27,95002.33
21.27,95002.33
21.27,95002.33
21.35,95035.35
21.35,95035.35
21.35,95035.35
21.35,95035.35
21.35,95035.35
21.43,95067.08
21.43,95067.08
21.43,95067.08
21.43,95067.08
21.43,95067.08
21.52,95106.97
21.52,95106.97
21.52,95106.97
21.52,95106.97
21.52,95106.97
21.61,95143.85
21.61,95143.85
21.61,95143.85
21.61,95143.85
21.61,95143.85
21.72,95185.56
21.72,95185.56
21.72,95185.56
21.72,95185.56
21.72,95185.56
21.81,95224.21
21.81,95224.21
21.81,95224.21
21.81,95224.21
21.81,95224.21
21.92,95269.72
21.92,95269.72
21.92,95269.72
21.92,95269.72
21.92,95269.72
22.02,95311.42
22.02,95311.42
22.02,95311.42
22.02,95311.42
22.02,95311.42
22.14,95357.28
22.14,95357.28
22.14,95357.28
22.14,95357.28
22.14,95357.28
22.26,95400.03
22.26,95400.03
22.26,95400.03
22.26,95400.03
22.26,95400.03
22.38,95449.00
22.38,95449.00
22.38,95449.00
22.38,95449.00
22.38,95449.00
22.51,95498.85
22.51,95498.85
22.51,95498.85
22.51,95498.85
22.51,95498.85
22.63,95545.02
22.63,95545.02
22.63,95545.02
22.63,95545.02
22.63,95545.02
22.77,95599.68
22.77,95599.68
22.77,95599.68
22.77,95599.68
22.77,95599.68
22.90,95651.63
22.90,95651.63
22.90,95651.63
22.90,95651.63
22.90,95651.63
23.04,95708.57
23.04,95708.57
23.04,95708.57
23.04,95708.57
23.04,95708.57
23.18,95761.10
23.18,95761.10
23.18,95761.10
23.18,95761.10
23.18,95761.10
23.33,95820.46
23.33,95820.46
23.33,95820.46
23.33,95820.46
23.33,95820.46
